timestamp,open,high,low,close,volume
2018-08-22,58.1200,58.6800,58.0700,58.5900,257723
2018-08-21,58.3200,58.6400,58.2200,58.2600,260641
2018-08-20,58.3700,58.3700,57.8710,58.1700,250976
2018-08-17,57.9100,58.3200,57.7101,58.2000,259205
2018-08-16,58.3900,58.4800,58.0001,58.0900,232325
2018-08-15,58.1500,58.3800,57.4500,57.9400,422388
2018-08-14,58.3900,58.6100,58.0300,58.5300,261396
2018-08-13,58.3700,58.8100,58.1500,58.1900,304355
2018-08-10,58.2600,58.5500,58.1000,58.3000,325090
2018-08-09,58.7200,58.9399,58.6300,58.7000,230554
2018-08-08,58.4700,58.7500,58.3000,58.6300,298453
2018-08-07,58.4800,58.7400,58.2300,58.5000,311107
2018-08-06,57.8600,58.2800,57.7500,58.2800,413148
2018-08-03,57.8300,57.8600,57.4400,57.8600,359988
2018-08-02,56.4700,57.8000,56.4022,57.7200,578468
2018-08-01,56.7500,57.0900,56.5900,56.9200,438941
2018-07-31,56.3500,56.7400,55.9600,56.3700,689505
2018-07-30,57.2700,57.4200,55.8152,56.1900,769605
2018-07-27,58.5600,58.5696,56.9000,57.2500,772845
2018-07-26,58.3800,58.6500,58.2000,58.4800,672726
2018-07-25,58.5000,59.2800,58.4300,59.2800,513868
2018-07-24,58.8300,59.0452,58.1800,58.4200,483370
2018-07-23,57.9800,58.3200,57.6200,58.3000,381916
2018-07-20,58.2300,58.3500,57.9600,58.0400,294532
2018-07-19,58.0500,58.2600,57.9100,58.0400,305539
2018-07-18,58.2300,58.2500,57.9390,58.2000,299326
2018-07-17,57.3400,58.3100,57.1100,58.2300,421568
2018-07-16,57.9400,58.0400,57.6300,57.7300,383482
2018-07-13,57.9900,58.0600,57.7150,57.9200,410406
2018-07-12,57.2400,58.0000,57.2209,57.9900,432123
2018-07-11,56.7800,57.2300,56.5500,56.9600,585717
2018-07-10,57.2200,57.4000,57.0900,57.2400,339443
2018-07-09,56.9800,57.1300,56.6500,57.1300,357097
2018-07-06,56.0400,56.7400,55.8739,56.6800,417565
2018-07-05,55.4800,55.9900,55.3349,55.9800,415287
2018-07-03,56.0200,56.0400,55.1100,55.1700,385961
2018-07-02,54.8400,55.8400,54.6400,55.8400,725171
2018-06-29,55.4800,55.7500,55.2600,55.2700,632472
2018-06-28,54.5300,55.4300,54.5200,55.2300,403768
2018-06-27,55.6600,55.8900,54.6200,54.6400,586092
2018-06-26,55.4200,55.8540,55.2510,55.4700,325974
2018-06-25,56.0800,56.0800,54.7200,55.2100,839416
2018-06-22,56.9400,56.9500,56.3200,56.5200,246585
2018-06-21,57.4800,57.5000,56.6700,56.8300,340275
2018-06-20,57.2600,57.5900,57.2500,57.3200,310646
2018-06-19,56.7700,57.1300,56.3500,57.1300,407895
2018-06-18,57.0000,57.5300,56.7802,57.5100,329924
2018-06-15,57.4100,57.4200,56.9600,57.3800,364685
2018-06-14,57.5800,57.8890,57.5250,57.7300,320269
2018-06-13,57.5200,57.8400,57.2650,57.3500,417865
2018-06-12,57.1600,57.4800,57.1100,57.4300,236976
2018-06-11,57.0400,57.2490,56.8900,57.0800,346070
2018-06-08,56.6900,57.1000,56.5400,57.0400,268184
2018-06-07,57.7100,57.7100,56.6400,56.9900,445989
2018-06-06,57.4200,57.6800,57.1490,57.6800,470012
2018-06-05,57.2300,57.4200,57.1100,57.3600,458111
2018-06-04,56.7500,57.1100,56.6700,57.0800,504247
2018-06-01,55.9200,56.5700,55.8850,56.5700,442646
2018-05-31,55.5700,55.9900,55.5000,55.5400,573077
2018-05-30,55.4500,55.6700,55.3200,55.5800,389263
2018-05-29,55.2500,55.4800,54.8000,55.1600,856140
2018-05-25,55.4600,55.6600,55.3272,55.4700,301888
2018-05-24,55.5400,55.5800,54.9000,55.4800,337528
2018-05-23,54.7100,55.5300,54.6600,55.5300,372880
2018-05-22,55.4900,55.5500,55.0000,55.0800,308922
2018-05-21,55.3000,55.5700,54.9700,55.2300,270969
2018-05-18,54.8700,55.1100,54.7600,54.8200,214018
2018-05-17,55.0700,55.4549,54.7600,55.0200,228694
2018-05-16,55.0700,55.3900,54.9600,55.2700,280943
2018-05-15,55.1500,55.1800,54.7200,54.9900,576409
2018-05-14,55.7800,55.9800,55.4300,55.5200,552261
2018-05-11,55.6200,55.7800,55.3700,55.5700,416860
2018-05-10,55.2800,55.7400,55.2200,55.7200,632178
